1.000000000000000000e+02,8.143503795800456357e-01
1.003923616251298085e+02,8.112590616769346230e-01
1.007862627267083582e+02,8.081776365358945835e-01
1.011817093450503648e+02,8.051060611081450880e-01
1.015787075441707117e+02,8.020442926114189630e-01
1.019772634118768764e+02,7.989922885273602615e-01
1.023773830598626233e+02,7.959500065996416573e-01
1.027790726238016674e+02,7.929174048307419120e-01
1.031823382634416504e+02,7.898944414808165559e-01
1.035871861626990267e+02,7.868810750639002594e-01
1.039936225297532246e+02,7.838772643468699952e-01
1.044016535971423281e+02,7.808829683471112393e-01
1.048112856218584596e+02,7.778981463295809862e-01
1.052225248854437183e+02,7.749227578053655696e-01
1.056353776940868556e+02,7.719567625296833713e-01
1.060498503787193840e+02,7.690001204990875028e-01
1.064659492951130630e+02,7.660527919502808647e-01
1.068836808239772438e+02,7.631147373580572379e-01
1.073030513710566396e+02,7.601859174328650104e-01
1.077240673672299920e+02,7.572662931194910074e-01
1.081467352686079835e+02,7.543558255945541635e-01
1.085710615566327135e+02,7.514544762656988341e-01
1.089970527381770040e+02,7.485622067688751935e-01
1.094247153456440032e+02,7.456789789671067759e-01
1.098540559370678267e+02,7.428047549484300127e-01
1.102850810962135171e+02,7.399394970248961423e-01
1.107177974326783385e+02,7.370831677301288298e-01
1.111522115819931287e+02,7.342357298182085046e-01
1.115883302057238353e+02,7.313971462620416641e-01
1.120261599915742323e+02,7.285673802516851039e-01
1.124657076534876836e+02,7.257463951929663537e-01
1.129069799317506551e+02,7.229341547059044970e-01
1.133499835930958568e+02,7.201306226235414387e-01
1.137947254308059684e+02,7.173357629898949872e-01
1.142412122648182873e+02,7.145495400594161772e-01
1.146894509418285111e+02,7.117719182950004164e-01
1.151394483353963238e+02,7.090028623668718222e-01
1.155912113460505850e+02,7.062423371511884485e-01
1.160447469013950581e+02,7.034903077290152185e-01
1.165000619562151343e+02,7.007467393847300885e-01
1.169571634925837742e+02,6.980115976050421667e-01
1.174160585199689990e+02,6.952848480777886753e-01
1.178767540753413101e+02,6.925664566905407327e-01
1.183392572232814643e+02,6.898563895296049298e-01
1.188035750560892723e+02,6.871546128791220509e-01
1.192697146938916575e+02,6.844610932194358233e-01
1.197376832847522934e+02,6.817757972264588684e-01
1.202074880047811263e+02,6.790986917705604808e-01
1.206791360582442820e+02,6.764297439152853197e-01
1.211526346776750103e+02,6.737689209165722559e-01
1.216279911239839180e+02,6.711161902217063213e-01
1.221052126865707095e+02,6.684715194683155115e-01
1.225843066834359547e+02,6.658348764834981504e-01
1.230652804612931845e+02,6.632062292827124450e-01
1.235481413956815402e+02,6.605855460691633096e-01
1.240328968910793037e+02,6.579727952326379636e-01
1.245195543810167180e+02,6.553679453488071571e-01
1.250081213281904695e+02,6.527709651783231148e-01
1.254986052245778723e+02,6.501818236659941963e-01
1.259910135915522602e+02,6.476004899398307701e-01
1.264853539799975977e+02,6.450269333105599356e-01
1.269816339704246957e+02,6.424611232706276542e-01
1.274798611730874427e+02,6.399030294934711094e-01
1.279800432280993903e+02,6.373526218327530968e-01
1.284821878055508648e+02,6.348098703217324168e-01
1.289863026056270314e+02,6.322747451724214374e-01
1.294923953587253322e+02,6.297472167751244632e-01
1.300004738255743462e+02,6.272272556974378688e-01
1.305105457973528189e+02,6.247148326838175558e-01
1.310226190958089489e+02,6.222099186548689653e-01
1.315367015733808955e+02,6.197124847067303488e-01
1.320528011133163488e+02,6.172225021103748821e-01
1.325709256297940044e+02,6.147399423111858940e-01
1.330910830680446963e+02,6.122647769280916696e-01
1.336132814044731845e+02,6.097969777532549207e-01
1.341375286467810497e+02,6.073365167513998797e-01
1.346638328340885096e+02,6.048833660592133343e-01
1.351922020370584221e+02,6.024374979848643452e-01
1.357226443580198065e+02,5.999988850075776980e-01
1.362551679310919326e+02,5.975674997768534169e-01
1.367897809223097170e+02,5.951433151122614840e-01
1.373264915297479831e+02,5.927263040027117569e-01
1.378653079836478526e+02,5.903164396061735264e-01
1.384062385465427099e+02,5.879136952490536805e-01
1.389492915133847930e+02,5.855180444258736294e-01
1.394944752116730626e+02,5.831294607987187462e-01
1.400417980015798776e+02,5.807479181968424609e-01
1.405912682760798873e+02,5.783733906162048521e-01
1.411428944610785265e+02,5.760058522191687791e-01
1.416966850155411066e+02,5.736452773339920652e-01
1.422526484316231574e+02,5.712916404544611249e-01
1.428107932347996609e+02,5.689449162394573101e-01
1.433711279839964732e+02,5.666050795127145490e-01
1.439336612717214336e+02,5.642721052622754474e-01
1.444984017241958441e+02,5.619459686402655807e-01
1.450653580014874819e+02,5.596266449624582862e-01
1.456345387976424774e+02,5.573141097080346329e-01
1.462059528408192079e+02,5.550083385190965890e-01
1.467796088934219654e+02,5.527093072004589658e-01
1.473555157522352204e+02,5.504169917192486272e-01
1.479336822485591085e+02,5.481313682046474733e-01
1.485141172483439220e+02,5.458524129476080011e-01
1.490968296523267043e+02,5.435801024004262016e-01
1.496818283961675888e+02,5.413144131765710299e-01
1.502691224505866501e+02,5.390553220503454535e-01
1.508587208215020610e+02,5.368028059566286592e-01
1.514506325501673416e+02,5.345568419905183388e-01
1.520448667133105403e+02,5.323174074071772566e-01
1.526414324232733577e+02,5.300844796215061772e-01
1.532403388281505556e+02,5.278580362078121313e-01
1.538415951119310989e+02,5.256380548997120483e-01
1.544452104946379052e+02,5.234245135897409584e-01
1.550511942324698111e+02,5.212173903291643651e-01
1.556595556179435107e+02,5.190166633277248920e-01
1.562703039800357487e+02,5.168223109534065829e-01
1.568834486843270781e+02,5.146343117321466876e-01
1.574989991331445935e+02,5.124526443477167570e-01
1.581169647657065980e+02,5.102772876413999015e-01
1.587373550582672408e+02,5.081082206117631950e-01
1.593601795242617527e+02,5.059454224144876999e-01
1.599854477144529312e+02,5.037888723621221088e-01
1.606131692170765461e+02,5.016385499238344980e-01
1.612433536579891609e+02,4.994944347252270322e-01
1.618760107008154421e+02,4.973565065481777014e-01
1.625111500470962937e+02,4.952247453305233527e-01
1.631487814364382132e+02,4.930991311658481924e-01
1.637889146466617092e+02,4.909796443034102342e-01
1.644315594939518235e+02,4.888662651477855281e-01
1.650767258330085667e+02,4.867589742587472568e-01
1.657244235571978663e+02,4.846577523510118835e-01
1.663746625987039067e+02,4.825625802940704534e-01
1.670274529286803897e+02,4.804734391119469539e-01
1.676828045574042960e+02,4.783903099830509875e-01
1.683407275344289644e+02,4.763131742398724056e-01
1.690012319487382229e+02,4.742420133688951545e-01
1.696643279289016846e+02,4.721768090103184434e-01
1.703300256432290780e+02,4.701175429578370868e-01
1.709983352999268504e+02,4.680641971584953986e-01
1.716692671472545726e+02,4.660167537124496606e-01
1.723428314736817981e+02,4.639751948727393605e-01
1.730190386080466567e+02,4.619395030450806350e-01
1.736978989197131398e+02,4.599096607877016241e-01
1.743794228187308590e+02,4.578856508110572543e-01
1.750636207559944069e+02,4.558674559776815238e-01
1.757505032234035411e+02,4.538550593019132773e-01
1.764400807540246774e+02,4.518484439497086336e-01
1.771323639222515283e+02,4.498475932383687037e-01
1.778273633439677042e+02,4.478524906364032554e-01
1.785250896767095696e+02,4.458631197632313414e-01
1.792255536198293839e+02,4.438794643889419911e-01
1.799287659146600333e+02,4.419015084340868205e-01
1.806347373446787969e+02,4.399292359694739751e-01
1.813434787356733295e+02,4.379626312158285129e-01
1.820550009559075590e+02,4.360016785436279241e-01
1.827693149162882378e+02,4.340463624728314040e-01
1.834864315705322042e+02,4.320966676726023525e-01
1.842063619153350373e+02,4.301525789610557426e-01
1.849291169905385459e+02,4.282140813049980510e-01
1.856547078793008154e+02,4.262811598196672436e-01
1.863831457082658289e+02,4.243537997684208030e-01
1.871144416477348500e+02,4.224319865624960868e-01
1.878486069118364696e+02,4.205157057607082915e-01
1.885856527586994389e+02,4.186049430691380913e-01
1.893255904906251317e+02,4.166996843408555251e-01
1.900684314542607467e+02,4.147999155756199596e-01
1.908141870407732199e+02,4.129056229195289807e-01
1.915628686860246148e+02,4.110167926647668168e-01
1.923144878707463761e+02,4.091334112492200359e-01
1.930690561207161124e+02,4.072554652561540256e-01
1.938265850069339251e+02,4.053829414139204501e-01
1.945870861458007255e+02,4.035158265955803292e-01
1.953505711992951319e+02,4.016541078185070224e-01
1.961170518751530381e+02,3.997977722441319326e-01
1.968865399270470675e+02,3.979468071774587834e-01
1.976590471547666823e+02,3.961012000667814559e-01
1.984345854043990016e+02,3.942609385032360692e-01
1.992131665685112978e+02,3.924260102204434331e-01
1.999948025863320424e+02,3.905964030940972109e-01
2.007795054439349371e+02,3.887721051415459761e-01
2.015672871744221197e+02,3.869531045213762122e-01
2.023581598581097580e+02,3.851393895330192385e-01
2.031521356227117963e+02,3.833309486162340685e-01
2.039492266435269983e+02,3.815277703507696239e-01
2.047494451436251950e+02,3.797298434557955793e-01
2.055528033940349815e+02,3.779371567895287720e-01
2.063593137139314990e+02,3.761496993487062901e-01
2.071689884708261786e+02,3.743674602681074104e-01
2.079818400807552905e+02,3.725904288200730385e-01
2.087978810084710233e+02,3.708185944140031109e-01
2.096171237676322505e+02,3.690519465957961542e-01
2.104395809209972867e+02,3.672904750473919844e-01
2.112652650806152508e+02,3.655341695861637485e-01
2.120941889080203566e+02,3.637830201644090544e-01
2.129263651144257494e+02,3.620370168688027412e-01
2.137618064609185353e+02,3.602961499197809281e-01
2.146005257586552091e+02,3.585604096710032773e-01
2.154425358690589576e+02,3.568297866087277170e-01
2.162878497040156560e+02,3.551042713512131965e-01
2.171364802260726492e+02,3.533838546481097298e-01
2.179884404486371068e+02,3.516685273798484390e-01
2.188437434361765099e+02,3.499582805569420030e-01
2.197024023044175749e+02,3.482531053193941850e-01
2.205644302205484166e+02,3.465529929359900119e-01
2.214298404034200587e+02,3.448579348036528436e-01
2.222986461237492506e+02,3.431679224467383826e-01
2.231708607043217398e+02,3.414829475163057571e-01
2.240464975201973914e+02,3.398030017894648758e-01
2.249255699989140282e+02,3.381280771685831188e-01
2.258080916206942561e+02,3.364581656805952781e-01
2.266940759186518051e+02,3.347932594761974801e-01
2.275835364789990081e+02,3.331333508291571266e-01
2.284764869412558710e+02,3.314784321354347085e-01
2.293729409984580911e+02,3.298284959124755389e-01
2.302729123973676622e+02,3.281835347983556028e-01
2.311764149386837062e+02,3.265435415509800876e-01
2.320834624772537040e+02,3.249085090472503268e-01
2.329940689222869992e+02,3.232784302822010458e-01
2.339082482375665393e+02,3.216532983681651969e-01
2.348260144416641140e+02,3.200331065338593572e-01
2.357473816081549671e+02,3.184178481235609981e-01
2.366723638658334607e+02,3.168075165961277140e-01
2.376009753989305580e+02,3.152021055241512881e-01
2.385332304473300837e+02,3.136016085929806407e-01
2.394691433067878563e+02,3.120060195998078933e-01
2.404087283291507902e+02,3.104153324526984226e-01
2.413519999225767094e+02,3.088295411696108661e-01
2.422989725517562078e+02,3.072486398774477157e-01
2.432496607381330875e+02,3.056726228110062671e-01
2.442040790601279809e+02,3.041014843119961841e-01
2.451622421533615750e+02,3.025352188280218679e-01
2.461241647108789152e+02,3.009738209115180863e-01
2.470898614833756710e+02,2.994172852186937628e-01
2.480593472794228376e+02,2.978656065084973603e-01
2.490326369656947634e+02,2.963187796414887276e-01
2.500097454671969786e+02,2.947767995787688444e-01
2.509906877674947054e+02,2.932396613808611052e-01
2.519754789089437281e+02,2.917073602066075355e-01
2.529641339929194714e+02,2.901798913119903456e-01
2.539566681800496326e+02,2.886572500490022231e-01
2.549530966904463867e+02,2.871394318644820420e-01
2.559534348039395297e+02,2.856264322989441329e-01
2.569576978603118391e+02,2.841182469853520409e-01
2.579659012595326999e+02,2.826148716479429668e-01
2.589780604619953124e+02,2.811163021009805418e-01
2.599941909887536440e+02,2.796225342475513465e-01
2.610143084217599494e+02,2.781335640782988117e-01
2.620384284041048772e+02,2.766493876701484611e-01
2.630665666402558713e+02,2.751700011850608529e-01
2.640987388962987552e+02,2.736954008687317308e-01
2.651349610001796009e+02,2.722255830492883444e-01
2.661752488419468818e+02,2.707605441359799969e-01
2.672196183739964681e+02,2.693002806178556585e-01
2.682680856113143477e+02,2.678447890624146566e-01
2.693206666317234976e+02,2.663940661142680244e-01
2.703773775761301863e+02,2.649481084937624353e-01
2.714382346487712425e+02,2.635069129956167933e-01
2.725032541174625180e+02,2.620704764875227410e-01
2.735724523138493964e+02,2.606387959087474449e-01
2.746458456336554832e+02,2.592118682687287734e-01
2.757234505369351609e+02,2.577896906456546566e-01
2.768052835483255762e+02,2.563722601849973137e-01
2.778913612573009573e+02,2.549595740981188685e-01
2.789817003184254531e+02,2.535516296607626119e-01
2.800763174516096115e+02,2.521484242116190377e-01
2.811752294423664580e+02,2.507499551508419189e-01
2.822784531420689973e+02,2.493562199385359335e-01
2.833860054682081682e+02,2.479672160932937519e-01
2.844979034046536981e+02,2.465829411906530211e-01
2.856141640019123997e+02,2.452033928616054181e-01
2.867348043773912423e+02,2.438285687910370370e-01
